GEOID,label,TRACTCE10,NAME10,NAMELSAD10,INTPTLAT,INTPTLONG,long+,long-,lat+,lat-,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Percent bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),relation_max_fee,relation_min_fee
17031711200.00,0.00,711200.00,7112.00,Census Tract 7112,41.74,-87.67,-87.67,-87.67,41.74,41.74,0.00,0.02,0.04,0.03,0.10,0.14,0.02,0.07,0.07,0.32,0.09,0.05,0.07,0.13,0.91,0.58,0.00,0.00,0.37,0.03,0.22,0.22,0.29,0.06,0.00,0.00,0.62,0.13,0.51,0.46,0.05,0.10,0.20,0.24,0.25,0.00,1.00,0.00,0.00,0.00,188.00,735.00,41.20,42667.00,59994.00,2094.00,2.40,7.50,5.70,151300.00,1333.00,556.00,821.00,4986.00,25.00,25.00,1956.00,4986.00,72.20,47.60,1024.00,755.00
17031711300.00,0.00,711300.00,7113.00,Census Tract 7113,41.73,-87.67,-87.66,-87.67,41.74,41.73,0.00,0.00,0.02,0.01,0.07,0.22,0.01,0.04,0.09,0.36,0.05,0.07,0.06,0.10,0.88,0.46,0.00,0.00,0.52,0.19,0.31,0.18,0.26,0.11,0.02,0.01,0.64,0.08,0.48,0.46,0.03,0.14,0.17,0.16,0.19,0.02,0.97,0.00,0.01,0.02,93.00,239.00,37.10,36307.00,51029.00,673.00,9.60,4.80,5.70,139900.00,1487.00,536.00,947.00,1728.00,38.00,38.00,571.00,1780.00,99.60,41.30,1024.00,755.00
17031711400.00,1.00,711400.00,7114.00,Census Tract 7114,41.73,-87.65,-87.65,-87.66,41.74,41.73,0.00,0.05,0.04,0.05,0.06,0.09,0.00,0.01,0.08,0.44,0.09,0.04,0.04,0.20,0.83,0.46,0.00,0.00,0.40,0.04,0.21,0.28,0.22,0.07,0.03,0.00,0.54,0.12,0.56,0.53,0.06,0.14,0.15,0.16,0.19,0.00,0.98,0.00,0.00,0.03,122.00,366.00,33.00,37434.00,41529.00,960.00,1.50,0.00,6.00,131100.00,1354.00,591.00,792.00,2419.00,58.00,52.00,829.00,2424.00,83.20,43.40,1457.00,755.00
17031711500.00,0.00,711500.00,7115.00,Census Tract 7115,41.73,-87.64,-87.64,-87.64,41.74,41.73,0.01,0.02,0.07,0.02,0.10,0.15,0.02,0.10,0.05,0.31,0.10,0.06,0.00,0.10,0.78,0.36,0.00,0.00,0.31,0.03,0.23,0.22,0.25,0.06,0.00,0.00,0.50,0.09,0.56,0.40,0.05,0.11,0.13,0.20,0.19,0.00,0.96,0.00,0.00,0.02,218.00,343.00,40.40,39188.00,49691.00,946.00,2.90,0.00,5.70,136300.00,1251.00,468.00,1457.00,2677.00,36.00,36.00,809.00,2677.00,93.40,42.00,1254.00,755.00
17031720100.00,0.00,720100.00,7201.00,Census Tract 7201,41.73,-87.67,-87.67,-87.68,41.73,41.72,0.00,0.03,0.05,0.02,0.07,0.05,0.02,0.11,0.16,0.26,0.05,0.03,0.15,0.01,0.97,0.85,0.00,0.00,0.11,0.04,0.17,0.01,0.47,0.22,0.00,0.00,0.67,0.11,0.20,0.18,0.01,0.00,0.68,0.14,0.23,0.69,0.27,0.00,0.00,0.09,310.00,535.00,35.70,133636.00,160572.00,1221.00,0.00,0.00,7.80,386600.00,2307.00,910.00,1024.00,3376.00,161.00,120.00,1192.00,3381.00,98.50,46.70,969.00,783.00
17031720200.00,0.00,720200.00,7202.00,Census Tract 7202,41.71,-87.67,-87.66,-87.67,41.72,41.71,0.00,0.05,0.04,0.00,0.06,0.03,0.06,0.08,0.15,0.28,0.09,0.07,0.12,0.05,0.95,0.83,0.00,0.00,0.27,0.03,0.28,0.07,0.30,0.14,0.00,0.00,0.62,0.13,0.35,0.40,0.01,0.05,0.48,0.20,0.23,0.42,0.51,0.00,0.01,0.05,226.00,547.00,37.60,63295.00,89210.00,1722.00,0.70,0.00,6.30,254000.00,1845.00,643.00,850.00,4031.00,247.00,179.00,1651.00,4043.00,87.30,47.00,1257.00,654.00
17031720300.00,0.00,720300.00,7203.00,Census Tract 7203,41.71,-87.68,-87.67,-87.68,41.72,41.71,0.00,0.07,0.03,0.01,0.09,0.02,0.04,0.07,0.12,0.39,0.06,0.03,0.10,0.04,0.98,0.91,0.00,0.00,0.01,0.02,0.09,0.03,0.49,0.25,0.00,0.00,0.76,0.08,0.36,0.22,0.00,0.02,0.56,0.16,0.22,0.57,0.38,0.00,0.01,0.06,320.00,773.00,33.10,125625.00,134561.00,1380.00,3.70,0.00,7.60,352600.00,2349.00,831.00,0.00,4203.00,153.00,145.00,1320.00,4208.00,108.70,45.80,1070.00,654.00
17031720400.00,0.00,720400.00,7204.00,Census Tract 7204,41.71,-87.69,-87.68,-87.69,41.71,41.71,0.00,0.06,0.03,0.01,0.05,0.06,0.00,0.09,0.13,0.25,0.09,0.06,0.19,0.03,0.92,0.85,0.00,0.00,0.05,0.03,0.10,0.05,0.45,0.19,0.00,0.00,0.78,0.08,0.35,0.23,0.01,0.01,0.45,0.08,0.15,0.93,0.02,0.00,0.00,0.05,236.00,264.00,27.40,95481.00,113843.00,725.00,2.60,0.00,6.20,241900.00,1792.00,539.00,696.00,1948.00,47.00,47.00,665.00,1953.00,92.00,38.10,1268.00,654.00
17031720500.00,0.00,720500.00,7205.00,Census Tract 7205,41.70,-87.69,-87.69,-87.69,41.71,41.70,0.00,0.07,0.06,0.03,0.04,0.04,0.02,0.07,0.08,0.38,0.06,0.02,0.14,0.03,0.99,0.96,0.00,0.01,0.08,0.03,0.19,0.05,0.41,0.20,0.00,0.00,0.65,0.10,0.35,0.28,0.02,0.01,0.64,0.06,0.16,0.96,0.02,0.00,0.01,0.06,144.00,456.00,32.60,115417.00,127453.00,821.00,1.90,19.50,6.20,264400.00,1869.00,657.00,1070.00,2199.00,78.00,72.00,791.00,2199.00,95.10,40.20,1268.00,654.00
17031720600.00,0.00,720600.00,7206.00,Census Tract 7206,41.70,-87.68,-87.67,-87.68,41.71,41.70,0.00,0.06,0.05,0.05,0.03,0.09,0.00,0.13,0.14,0.22,0.04,0.07,0.11,0.04,0.99,0.93,0.00,0.01,0.10,0.04,0.13,0.03,0.53,0.16,0.01,0.00,0.69,0.15,0.29,0.18,0.01,0.02,0.63,0.12,0.21,0.74,0.24,0.00,0.00,0.04,181.00,266.00,29.30,109390.00,143227.00,655.00,0.00,0.00,7.10,360300.00,2353.00,853.00,654.00,1758.00,19.00,19.00,618.00,1758.00,106.10,43.20,1070.00,696.00
17031720700.00,0.00,720700.00,7207.00,Census Tract 7207,41.70,-87.67,-87.66,-87.67,41.71,41.70,0.00,0.02,0.03,0.03,0.06,0.07,0.02,0.03,0.14,0.32,0.08,0.04,0.17,0.08,0.90,0.81,0.01,0.00,0.51,0.07,0.31,0.09,0.35,0.05,0.00,0.01,0.76,0.10,0.46,0.36,0.02,0.02,0.47,0.10,0.18,0.35,0.60,0.01,0.02,0.03,238.00,439.00,34.20,61438.00,89984.00,1524.00,0.00,5.50,5.50,263400.00,2123.00,673.00,880.00,3280.00,117.00,87.00,1436.00,3280.00,81.70,39.20,1233.00,654.00
17031730100.00,0.00,730100.00,7301.00,Census Tract 7301,41.73,-87.64,-87.63,-87.64,41.73,41.72,0.00,0.03,0.04,0.02,0.17,0.10,0.01,0.04,0.12,0.28,0.07,0.01,0.12,0.04,0.88,0.51,0.00,0.00,0.21,0.04,0.21,0.13,0.23,0.13,0.02,0.00,0.59,0.15,0.59,0.49,0.02,0.09,0.29,0.20,0.22,0.00,0.98,0.00,0.00,0.01,91.00,333.00,38.20,50385.00,62063.00,970.00,4.00,0.00,6.10,119500.00,1361.00,460.00,980.00,2567.00,5.00,5.00,888.00,2567.00,65.40,42.00,1587.00,939.00
17031730201.00,0.00,730201.00,7302.01,Census Tract 7302.01,41.73,-87.66,-87.65,-87.66,41.73,41.72,0.00,0.02,0.07,0.04,0.11,0.05,0.00,0.05,0.08,0.36,0.10,0.06,0.06,0.17,0.86,0.50,0.00,0.02,0.55,0.11,0.37,0.30,0.19,0.03,0.01,0.02,0.79,0.13,0.60,0.53,0.02,0.08,0.21,0.22,0.26,0.02,0.94,0.04,0.00,0.02,252.00,539.00,42.30,26706.00,41616.00,2637.00,0.00,4.60,5.30,144100.00,1308.00,635.00,783.00,5714.00,54.00,38.00,2326.00,5719.00,72.40,44.00,1257.00,755.00
17031730202.00,0.00,730202.00,7302.02,Census Tract 7302.02,41.73,-87.65,-87.64,-87.65,41.73,41.72,0.00,0.02,0.09,0.05,0.11,0.19,0.03,0.04,0.08,0.22,0.05,0.03,0.10,0.07,0.82,0.57,0.00,0.00,0.26,0.02,0.18,0.11,0.34,0.08,0.03,0.00,0.68,0.11,0.55,0.54,0.02,0.07,0.16,0.25,0.24,0.03,0.97,0.00,0.00,0.00,94.00,505.00,40.90,48564.00,60652.00,1120.00,0.00,8.90,6.10,155100.00,1417.00,639.00,1254.00,3239.00,48.00,29.00,1092.00,3439.00,83.00,42.20,1457.00,783.00
17031730300.00,0.00,730300.00,7303.00,Census Tract 7303,41.73,-87.66,-87.66,-87.67,41.73,41.72,0.00,0.02,0.03,0.00,0.18,0.11,0.01,0.04,0.04,0.40,0.04,0.04,0.10,0.14,0.86,0.51,0.00,0.00,0.40,0.07,0.36,0.18,0.21,0.10,0.01,0.00,0.61,0.12,0.50,0.60,0.05,0.07,0.18,0.18,0.19,0.00,0.98,0.00,0.00,0.00,74.00,149.00,31.20,43897.00,56225.00,473.00,2.90,15.30,5.80,146900.00,1541.00,544.00,969.00,1126.00,0.00,0.00,419.00,1126.00,78.40,34.50,1024.00,755.00
17031730400.00,0.00,730400.00,7304.00,Census Tract 7304,41.72,-87.65,-87.65,-87.66,41.72,41.72,0.00,0.02,0.02,0.06,0.08,0.14,0.01,0.05,0.08,0.35,0.07,0.05,0.08,0.08,0.95,0.62,0.00,0.00,0.20,0.06,0.10,0.12,0.27,0.17,0.01,0.00,0.74,0.12,0.47,0.51,0.02,0.07,0.24,0.22,0.22,0.00,0.95,0.00,0.00,0.01,168.00,531.00,41.30,60481.00,74572.00,1409.00,2.80,7.60,6.60,150400.00,1550.00,611.00,1257.00,4112.00,134.00,134.00,1317.00,4129.00,88.70,42.00,1254.00,783.00
17031730500.00,0.00,730500.00,7305.00,Census Tract 7305,41.71,-87.64,-87.63,-87.64,41.72,41.71,0.00,0.03,0.08,0.00,0.09,0.13,0.02,0.04,0.08,0.29,0.09,0.06,0.10,0.13,0.90,0.56,0.00,0.00,0.22,0.08,0.15,0.18,0.28,0.15,0.00,0.00,0.62,0.12,0.56,0.42,0.01,0.09,0.20,0.18,0.18,0.00,0.97,0.00,0.00,0.00,140.00,840.00,35.60,57820.00,70004.00,1683.00,4.40,0.00,6.10,121800.00,1184.00,467.00,939.00,4502.00,98.00,55.00,1550.00,4507.00,88.90,40.20,1587.00,817.00
17031730600.00,0.00,730600.00,7306.00,Census Tract 7306,41.71,-87.65,-87.65,-87.65,41.71,41.71,0.00,0.00,0.06,0.03,0.10,0.12,0.02,0.04,0.04,0.37,0.09,0.06,0.08,0.10,0.95,0.53,0.00,0.00,0.33,0.06,0.17,0.19,0.31,0.08,0.00,0.00,0.65,0.21,0.36,0.45,0.05,0.06,0.25,0.23,0.24,0.00,0.98,0.01,0.00,0.00,240.00,497.00,38.10,41307.00,54420.00,1342.00,2.30,0.00,6.10,128700.00,1487.00,494.00,817.00,3621.00,155.00,155.00,1262.00,3621.00,63.00,44.70,1257.00,739.00
17031730700.00,0.00,730700.00,7307.00,Census Tract 7307,41.70,-87.65,-87.65,-87.65,41.71,41.70,0.00,0.00,0.02,0.00,0.06,0.06,0.03,0.06,0.18,0.34,0.08,0.07,0.10,0.08,0.96,0.53,0.02,0.02,0.20,0.04,0.19,0.12,0.23,0.16,0.02,0.00,0.62,0.12,0.46,0.41,0.05,0.10,0.20,0.19,0.19,0.01,0.94,0.00,0.00,0.01,182.00,334.00,40.20,49688.00,59427.00,836.00,12.40,0.00,6.10,124700.00,1526.00,563.00,1233.00,2345.00,29.00,29.00,716.00,2345.00,72.20,41.30,1257.00,739.00
17031740100.00,0.00,740100.00,7401.00,Census Tract 7401,41.70,-87.70,-87.69,-87.70,41.70,41.69,0.00,0.05,0.07,0.03,0.09,0.02,0.01,0.05,0.12,0.21,0.08,0.02,0.26,0.02,0.98,0.91,0.00,0.01,0.13,0.12,0.16,0.04,0.47,0.15,0.01,0.00,0.77,0.09,0.30,0.24,0.02,0.02,0.27,0.06,0.16,0.95,0.02,0.00,0.00,0.09,334.00,367.00,34.50,89984.00,100557.00,1274.00,5.20,0.00,5.90,220300.00,1724.00,508.00,1268.00,3128.00,129.00,111.00,1151.00,3128.00,91.30,37.10,1234.00,696.00
17031740200.00,0.00,740200.00,7402.00,Census Tract 7402,41.70,-87.71,-87.71,-87.72,41.71,41.70,0.00,0.08,0.02,0.01,0.11,0.09,0.01,0.03,0.04,0.28,0.11,0.02,0.19,0.06,0.98,0.94,0.00,0.01,0.09,0.03,0.14,0.04,0.47,0.20,0.03,0.00,0.70,0.10,0.35,0.41,0.02,0.04,0.39,0.08,0.17,0.94,0.01,0.00,0.04,0.10,587.00,882.00,30.80,97450.00,100946.00,1955.00,1.40,0.00,5.80,239200.00,1817.00,577.00,1139.00,5788.00,504.00,458.00,1902.00,6523.00,89.20,34.90,1268.00,696.00
17031740300.00,0.00,740300.00,7403.00,Census Tract 7403,41.70,-87.71,-87.71,-87.71,41.70,41.69,0.00,0.04,0.03,0.02,0.07,0.05,0.02,0.05,0.08,0.27,0.07,0.02,0.29,0.02,0.99,0.95,0.00,0.01,0.12,0.04,0.15,0.01,0.52,0.18,0.02,0.02,0.74,0.09,0.36,0.23,0.01,0.01,0.38,0.08,0.13,0.95,0.02,0.00,0.01,0.07,534.00,817.00,33.90,110268.00,117234.00,1835.00,0.00,0.00,5.80,246600.00,1870.00,610.00,1234.00,4950.00,83.00,67.00,1724.00,4957.00,96.10,38.80,1268.00,906.00
17031740400.00,0.00,740400.00,7404.00,Census Tract 7404,41.69,-87.72,-87.72,-87.72,41.69,41.68,0.00,0.09,0.06,0.01,0.05,0.04,0.02,0.07,0.07,0.27,0.06,0.04,0.23,0.03,0.95,0.89,0.00,0.01,0.26,0.08,0.24,0.08,0.47,0.15,0.01,0.01,0.69,0.11,0.38,0.35,0.01,0.03,0.35,0.07,0.17,0.84,0.10,0.00,0.03,0.09,402.00,719.00,37.90,82128.00,91932.00,1968.00,3.70,4.00,5.70,232900.00,1740.00,610.00,1051.00,4664.00,162.00,144.00,1818.00,4669.00,91.70,37.60,1268.00,906.00
17031750100.00,1.00,750100.00,7501.00,Census Tract 7501,41.70,-87.65,-87.65,-87.66,41.70,41.69,0.00,0.08,0.04,0.02,0.13,0.08,0.03,0.06,0.12,0.23,0.11,0.02,0.09,0.11,0.92,0.56,0.00,0.00,0.27,0.07,0.13,0.19,0.23,0.12,0.00,0.00,0.63,0.17,0.61,0.49,0.02,0.09,0.21,0.21,0.24,0.01,0.93,0.00,0.00,0.04,137.00,433.00,48.90,38859.00,55414.00,1560.00,3.80,5.00,6.10,140400.00,1414.00,537.00,739.00,4014.00,61.00,61.00,1424.00,4014.00,78.50,42.50,1233.00,817.00
17031750200.00,0.00,750200.00,7502.00,Census Tract 7502,41.70,-87.67,-87.67,-87.68,41.70,41.69,0.00,0.02,0.04,0.00,0.06,0.08,0.01,0.12,0.17,0.33,0.01,0.04,0.13,0.11,0.94,0.72,0.00,0.00,0.26,0.12,0.14,0.11,0.42,0.06,0.00,0.00,0.76,0.12,0.30,0.31,0.01,0.02,0.50,0.24,0.22,0.36,0.59,0.00,0.00,0.03,239.00,395.00,32.20,66326.00,111362.00,1398.00,2.50,7.10,6.20,234500.00,1719.00,605.00,995.00,2859.00,46.00,46.00,1219.00,2868.00,72.40,45.40,1168.00,654.00
17031750300.00,0.00,750300.00,7503.00,Census Tract 7503,41.70,-87.69,-87.68,-87.69,41.70,41.69,0.00,0.05,0.05,0.01,0.05,0.03,0.02,0.08,0.16,0.28,0.06,0.03,0.19,0.04,0.96,0.84,0.00,0.00,0.20,0.02,0.22,0.06,0.41,0.12,0.01,0.00,0.69,0.13,0.35,0.21,0.01,0.03,0.50,0.05,0.21,0.85,0.12,0.00,0.01,0.05,211.00,444.00,32.90,85888.00,105208.00,994.00,1.30,14.20,6.10,279300.00,1916.00,629.00,996.00,2452.00,114.00,114.00,937.00,2452.00,106.40,42.70,1268.00,654.00
17031750400.00,0.00,750400.00,7504.00,Census Tract 7504,41.69,-87.69,-87.68,-87.69,41.69,41.68,0.00,0.03,0.05,0.01,0.08,0.08,0.00,0.06,0.10,0.35,0.06,0.06,0.12,0.02,0.94,0.88,0.00,0.00,0.22,0.02,0.21,0.02,0.44,0.15,0.00,0.00,0.73,0.12,0.36,0.36,0.00,0.02,0.47,0.07,0.18,0.66,0.33,0.00,0.00,0.03,191.00,517.00,34.70,93188.00,98632.00,1220.00,2.60,0.00,6.10,228300.00,1828.00,616.00,897.00,3212.00,96.00,33.00,1195.00,3212.00,95.00,40.30,1268.00,906.00
17031750500.00,0.00,750500.00,7505.00,Census Tract 7505,41.68,-87.67,-87.67,-87.67,41.69,41.68,0.01,0.02,0.07,0.00,0.06,0.11,0.03,0.05,0.12,0.33,0.07,0.06,0.07,0.08,0.90,0.63,0.00,0.00,0.41,0.05,0.27,0.10,0.20,0.13,0.01,0.00,0.65,0.19,0.56,0.40,0.02,0.09,0.31,0.18,0.27,0.20,0.76,0.00,0.00,0.06,269.00,1166.00,35.80,55485.00,65649.00,2340.00,0.00,9.70,5.90,214100.00,1632.00,633.00,1168.00,6066.00,354.00,290.00,2087.00,6403.00,71.10,42.80,1137.00,654.00
17031750600.00,0.00,750600.00,7506.00,Census Tract 7506,41.69,-87.65,-87.65,-87.66,41.69,41.69,0.00,0.02,0.07,0.00,0.18,0.08,0.06,0.01,0.13,0.28,0.04,0.02,0.12,0.19,0.94,0.50,0.00,0.00,0.35,0.07,0.18,0.27,0.28,0.03,0.01,0.00,0.61,0.14,0.55,0.45,0.05,0.09,0.17,0.14,0.21,0.01,0.91,0.00,0.00,0.00,220.00,651.00,42.70,34470.00,51966.00,1468.00,6.50,4.40,6.00,121400.00,1222.00,583.00,1137.00,3421.00,83.00,83.00,1208.00,3426.00,78.60,39.70,1233.00,739.00
17031760801.00,0.00,760801.00,7608.01,Census Tract 7608.01,41.98,-87.84,-87.84,-87.85,41.99,41.98,0.00,0.05,0.07,0.03,0.05,0.24,0.01,0.03,0.17,0.18,0.13,0.03,0.01,0.06,0.79,0.59,0.00,0.00,0.78,0.21,0.43,0.11,0.28,0.05,0.01,0.01,0.71,0.04,0.38,0.29,0.03,0.02,0.49,0.16,0.11,0.69,0.02,0.00,0.13,0.10,286.00,296.00,31.30,55500.00,61587.00,2296.00,0.00,1.10,3.70,123900.00,1137.00,442.00,1128.00,4020.00,2069.00,1962.00,2124.00,4020.00,105.10,34.00,1643.00,967.00
17031760802.00,0.00,760802.00,7608.02,Census Tract 7608.02,41.96,-87.84,-87.84,-87.85,41.96,41.95,0.00,0.10,0.06,0.01,0.08,0.20,0.02,0.05,0.11,0.19,0.02,0.04,0.14,0.04,0.94,0.68,0.00,0.00,0.26,0.01,0.35,0.11,0.37,0.08,0.02,0.02,0.39,0.22,0.29,0.29,0.07,0.05,0.32,0.07,0.31,0.95,0.01,0.00,0.01,0.04,111.00,288.00,32.20,51595.00,67952.00,1188.00,0.00,0.00,5.00,280400.00,1824.00,680.00,1075.00,2540.00,849.00,837.00,1119.00,2540.00,87.50,45.00,1128.00,981.00
17031760803.00,0.00,760803.00,7608.03,Census Tract 7608.03,41.98,-87.84,-87.84,-87.85,41.98,41.97,0.00,0.13,0.10,0.01,0.06,0.28,0.02,0.04,0.10,0.09,0.10,0.04,0.03,0.06,0.80,0.51,0.00,0.00,0.61,0.15,0.40,0.17,0.31,0.03,0.01,0.01,0.45,0.12,0.41,0.31,0.09,0.07,0.29,0.06,0.18,0.85,0.01,0.00,0.08,0.05,360.00,556.00,34.50,41545.00,47626.00,3052.00,0.00,0.00,4.00,138300.00,1348.00,503.00,1005.00,5569.00,3598.00,3502.00,2772.00,5579.00,125.50,37.60,1643.00,967.00
17031770602.00,0.00,770602.00,7706.02,Census Tract 7706.02,42.01,-87.91,-87.90,-87.91,42.01,42.01,0.00,0.07,0.23,0.04,0.08,0.05,0.02,0.02,0.11,0.15,0.15,0.05,0.03,0.05,0.72,0.48,0.00,0.00,0.52,0.17,0.27,0.08,0.35,0.21,0.09,0.03,0.43,0.09,0.48,0.37,0.27,0.05,0.21,0.05,0.16,0.68,0.03,0.00,0.08,0.56,326.00,795.00,25.30,59274.00,71529.00,1694.00,0.00,4.10,4.60,246600.00,2154.00,847.00,946.00,5154.00,2646.00,2572.00,1606.00,5285.00,112.80,33.10,1421.00,985.00
17031770902.00,0.00,770902.00,7709.02,Census Tract 7709.02,41.97,-87.84,-87.83,-87.84,41.97,41.97,0.00,0.07,0.10,0.02,0.06,0.12,0.01,0.07,0.17,0.20,0.06,0.06,0.08,0.09,0.92,0.70,0.00,0.00,0.22,0.12,0.14,0.12,0.33,0.15,0.03,0.01,0.53,0.18,0.23,0.32,0.05,0.06,0.25,0.01,0.26,0.93,0.01,0.00,0.05,0.06,249.00,372.00,35.60,58718.00,68326.00,1601.00,0.00,7.00,5.10,278400.00,1861.00,641.00,985.00,3629.00,1305.00,1275.00,1444.00,3634.00,77.40,45.40,1421.00,967.00
17031810400.00,0.00,810400.00,8104.00,Census Tract 8104,41.99,-87.83,-87.83,-87.83,41.99,41.98,0.00,0.08,0.05,0.04,0.09,0.02,0.04,0.12,0.16,0.23,0.10,0.04,0.03,0.01,0.95,0.84,0.00,0.00,0.10,0.04,0.18,0.04,0.43,0.21,0.00,0.00,0.64,0.13,0.26,0.21,0.01,0.03,0.54,0.13,0.21,0.94,0.00,0.00,0.04,0.08,331.00,997.00,31.50,102753.00,120971.00,2071.00,0.00,0.00,6.70,381300.00,2450.00,839.00,1421.00,5362.00,928.00,846.00,2002.00,5368.00,91.90,44.40,1643.00,967.00
17031821402.00,0.00,821402.00,8214.02,Census Tract 8214.02,41.66,-87.65,-87.65,-87.66,41.66,41.66,0.00,0.01,0.07,0.01,0.07,0.19,0.00,0.11,0.10,0.25,0.09,0.03,0.06,0.11,0.88,0.65,0.00,0.00,0.27,0.03,0.21,0.13,0.34,0.14,0.00,0.00,0.74,0.15,0.35,0.36,0.01,0.05,0.15,0.19,0.23,0.05,0.93,0.00,0.00,0.00,99.00,457.00,34.10,46393.00,53692.00,1640.00,7.60,20.20,5.30,109200.00,1335.00,511.00,800.00,3071.00,154.00,154.00,1382.00,3071.00,94.10,47.50,1471.00,830.00
17031823304.00,0.00,823304.00,8233.04,Census Tract 8233.04,41.68,-87.70,-87.70,-87.71,41.68,41.68,0.00,0.08,0.09,0.02,0.15,0.10,0.02,0.04,0.07,0.23,0.07,0.09,0.05,0.08,0.92,0.67,0.00,0.00,0.40,0.08,0.29,0.13,0.25,0.19,0.03,0.01,0.71,0.20,0.39,0.34,0.05,0.07,0.21,0.12,0.19,0.70,0.16,0.00,0.02,0.26,330.00,1007.00,31.50,44545.00,58820.00,2594.00,2.00,7.90,4.70,141100.00,1410.00,638.00,906.00,5887.00,531.00,531.00,2326.00,5887.00,97.80,40.00,1268.00,897.00
17031830500.00,0.00,830500.00,8305.00,Census Tract 8305,41.83,-87.72,-87.72,-87.72,41.83,41.83,0.00,0.11,0.21,0.01,0.17,0.08,0.01,0.05,0.11,0.06,0.10,0.08,0.00,0.00,0.70,0.24,0.00,0.00,0.37,0.08,0.25,0.08,0.41,0.19,0.05,0.04,0.63,0.07,0.47,0.51,0.38,0.15,0.04,0.01,0.09,0.74,0.01,0.00,0.00,0.99,434.00,1360.00,32.60,39602.00,49309.00,1260.00,0.00,0.00,5.00,123300.00,1512.00,579.00,868.00,4785.00,2436.00,2410.00,1072.00,4785.00,88.50,28.10,877.00,726.00
17031830600.00,0.00,830600.00,8306.00,Census Tract 8306,42.00,-87.67,-87.67,-87.68,42.00,42.00,0.00,0.07,0.04,0.02,0.13,0.06,0.03,0.05,0.12,0.25,0.16,0.06,0.02,0.07,0.80,0.54,0.00,0.00,0.75,0.14,0.45,0.33,0.14,0.03,0.05,0.03,0.77,0.03,0.59,0.49,0.12,0.05,0.45,0.21,0.07,0.71,0.14,0.00,0.03,0.42,299.00,575.00,37.30,49138.00,65104.00,2235.00,0.00,15.00,4.40,215400.00,1672.00,868.00,965.00,4650.00,1376.00,1287.00,1868.00,4670.00,103.60,32.70,1003.00,706.00
17031830700.00,0.00,830700.00,8307.00,Census Tract 8307,41.96,-87.66,-87.66,-87.66,41.96,41.96,0.01,0.02,0.02,0.01,0.06,0.10,0.06,0.06,0.14,0.23,0.19,0.07,0.02,0.14,0.86,0.51,0.00,0.03,0.67,0.16,0.46,0.39,0.15,0.02,0.02,0.02,0.84,0.07,0.68,0.54,0.03,0.09,0.46,0.26,0.12,0.55,0.38,0.00,0.04,0.12,177.00,260.00,35.60,44661.00,66837.00,2013.00,3.10,8.20,3.60,243100.00,1952.00,733.00,717.00,3291.00,953.00,896.00,1735.00,3627.00,131.60,36.40,1760.00,541.00
17031830800.00,0.00,830800.00,8308.00,Census Tract 8308,41.97,-87.68,-87.67,-87.68,41.97,41.96,0.00,0.03,0.07,0.02,0.06,0.00,0.03,0.08,0.25,0.25,0.12,0.05,0.03,0.04,0.94,0.88,0.00,0.02,0.81,0.20,0.52,0.30,0.09,0.03,0.00,0.02,1.00,0.03,0.50,0.46,0.01,0.01,0.71,0.43,0.05,0.86,0.05,0.01,0.04,0.15,212.00,92.00,43.90,71607.00,93334.00,1431.00,0.00,0.00,4.00,356200.00,2090.00,0.00,1126.00,2623.00,392.00,295.00,1421.00,2623.00,93.90,32.70,1568.00,1078.00
